gene,n_miss,pct_miss,mean_intensity,mnar_cluster,classification,imputation_reliable,group_miss_pval
CRAT,0,0,25.446845186701417,NA,Complete,TRUE,NA
GPD2,0,0,22.128769722649796,NA,Complete,TRUE,NA
NAMPT,0,0,21.115997514878362,NA,Complete,TRUE,NA
PSMC4,0,0,21.036199419462292,NA,Complete,TRUE,NA
TSFM,2,3.225806451612903,17.701382806052667,0,MAR,TRUE,NA
TNNT3,0,0,27.23702906913768,NA,Complete,TRUE,NA
ASPA,16,25.806451612903224,18.809526045018576,0,MAR,TRUE,NA
PPIC,23,37.096774193548384,16.589738613052543,1,MNAR,TRUE,0.2623688155922039
VDAC2,0,0,25.658379409844795,NA,Complete,TRUE,NA
ACADSB,2,3.225806451612903,22.196211314046145,0,MAR,TRUE,NA
USP5,0,0,21.24918125565315,NA,Complete,TRUE,NA
MAP2K4,8,12.903225806451612,17.988121786319795,0,MAR,TRUE,NA
PHKA2,0,0,22.090232845958056,NA,Complete,TRUE,NA
PHKA1,0,0,23.02686385829238,NA,Complete,TRUE,NA
CRKL,0,0,20.83262010605925,NA,Complete,TRUE,NA
MTIF2,34,54.83870967741935,20.61115601561419,1,MNAR,FALSE,0.0024987506246876563
BAG6,27,43.54838709677419,16.08334235544124,1,MNAR,TRUE,4.997501249375312e-4
NSF,2,3.225806451612903,20.358118473831745,0,MAR,TRUE,NA
MAP2K3,0,0,21.069555451853578,NA,Complete,TRUE,NA
RPL27A,2,3.225806451612903,21.3099211684182,0,MAR,TRUE,NA
RPL5,0,0,20.653350284942864,NA,Complete,TRUE,NA
RPL28,0,0,19.86688836255039,NA,Complete,TRUE,NA
RPS9,0,0,22.02270927028244,NA,Complete,TRUE,NA
RPS5,0,0,21.477853693076213,NA,Complete,TRUE,NA
RPS10,0,0,21.764072548211907,NA,Complete,TRUE,NA
GNPDA1,1,1.6129032258064515,22.10149790043373,0,MAR,TRUE,NA
UTRN,1,1.6129032258064515,20.53522601593528,0,MAR,TRUE,NA
IQGAP1,17,27.419354838709676,17.374057627748048,1,MNAR,TRUE,4.997501249375312e-4
GYG1,0,0,25.925466155491684,NA,Complete,TRUE,NA
STT3A,6,9.67741935483871,16.26301273940518,0,MAR,TRUE,NA
CAPZA2,0,0,21.82905121481724,NA,Complete,TRUE,NA
CAPZB,0,0,22.30675796953201,NA,Complete,TRUE,NA
EIF1AX,0,0,18.671909746031343,NA,Complete,TRUE,NA
QARS1,0,0,20.263572546057713,NA,Complete,TRUE,NA
RPL29,0,0,19.921687746893046,NA,Complete,TRUE,NA
UQCRFS1,0,0,25.648507310195594,NA,Complete,TRUE,NA
ATP5PO,0,0,26.316298692890605,NA,Complete,TRUE,NA
LIMS1,10,16.129032258064516,19.218990843561503,0,MAR,TRUE,NA
PREP,0,0,23.637651291907073,NA,Complete,TRUE,NA
ME1,0,0,21.56260069820851,NA,Complete,TRUE,NA
PIP4K2A,19,30.64516129032258,17.528982221915463,1,MNAR,TRUE,4.997501249375312e-4
ARCN1,7,11.29032258064516,16.677908095749757,0,MAR,TRUE,NA
LSS,5,8.064516129032258,19.602368502492375,0,MAR,TRUE,NA
GCLM,5,8.064516129032258,17.21668992783707,0,MAR,TRUE,NA
CD151,8,12.903225806451612,17.02058188030389,0,MAR,TRUE,NA
PSMD8,1,1.6129032258064515,22.200367865251128,0,MAR,TRUE,NA
GSS,0,0,20.547059876178356,NA,Complete,TRUE,NA
CCT5,0,0,22.115214001465596,NA,Complete,TRUE,NA
NES,36,58.06451612903226,20.180682673679637,1,MNAR,FALSE,0.004497751124437781
IDH2,0,0,27.91507362424052,NA,Complete,TRUE,NA
TNNI2,0,0,26.67357802952199,NA,Complete,TRUE,NA
PXN,21,33.87096774193548,14.511689412969318,1,MNAR,TRUE,4.997501249375312e-4
ALDH9A1,0,0,23.80991220530142,NA,Complete,TRUE,NA
RPL34,11,17.741935483870968,17.309355050353435,0,MAR,TRUE,NA
LMAN1,2,3.225806451612903,18.703670002329677,0,MAR,TRUE,NA
FNTA,6,9.67741935483871,17.25063676046045,0,MAR,TRUE,NA
CCT3,0,0,22.340072066245927,NA,Complete,TRUE,NA
MRPL19,23,37.096774193548384,18.069735293275198,1,MNAR,TRUE,0.025487256371814093
TUFM,0,0,24.234341687708657,NA,Complete,TRUE,NA
ALDH7A1,2,3.225806451612903,17.957912170922768,0,MAR,TRUE,NA
CDC34,2,3.225806451612903,24.051299254311918,0,MAR,TRUE,NA
PCYT1A,8,12.903225806451612,17.14687163083865,0,MAR,TRUE,NA
AARS1,1,1.6129032258064515,19.470530821748937,0,MAR,TRUE,NA
CARS1,19,30.64516129032258,17.998178329635255,1,MNAR,TRUE,0.7861069465267366
SARS1,6,9.67741935483871,17.72537078145651,0,MAR,TRUE,NA
PSMB3,0,0,21.6783331435468,NA,Complete,TRUE,NA
PSMB2,0,0,23.00223555144424,NA,Complete,TRUE,NA
ACADVL,0,0,25.700699215382514,NA,Complete,TRUE,NA
ACOT2,0,0,24.187278271414748,NA,Complete,TRUE,NA
TMED10,13,20.967741935483872,20.467379974366363,0,MAR,TRUE,NA
HINT1,0,0,25.44563008500519,NA,Complete,TRUE,NA
NDUFV1,0,0,24.490674076662312,NA,Complete,TRUE,NA
GSK3A,10,16.129032258064516,16.13543349784203,1,MNAR,TRUE,0.00399800099950025
GSK3B,6,9.67741935483871,17.328109156456122,0,MAR,TRUE,NA
IDH3A,0,0,24.349266081658218,NA,Complete,TRUE,NA
SULT1A1,7,11.29032258064516,16.93322808713805,0,MAR,TRUE,NA
GDI2,0,0,23.61362376854251,NA,Complete,TRUE,NA
EMD,5,8.064516129032258,17.947669997312392,0,MAR,TRUE,NA
CPT1A,10,16.129032258064516,18.803183284915097,0,MAR,TRUE,NA
SERPINH1,39,62.903225806451616,20.20974586249611,1,MNAR,FALSE,0.008995502248875561
CSRP3,0,0,27.40944181695441,NA,Complete,TRUE,NA
ST13,0,0,24.255522465605992,NA,Complete,TRUE,NA
DNM2,0,0,20.107118077728163,NA,Complete,TRUE,NA
METAP2,6,9.67741935483871,18.84675313195709,0,MAR,TRUE,NA
NUDT2,30,48.38709677419355,19.715495501230457,1,MNAR,TRUE,0.5657171414292853
LRBA,11,17.741935483870968,21.010601721354686,0,MAR,TRUE,NA
BCAM,3,4.838709677419355,16.172457184842703,0,MAR,TRUE,NA
RPL14,10,16.129032258064516,20.59226049852197,0,MAR,TRUE,NA
CCT8,0,0,22.631214367566812,NA,Complete,TRUE,NA
CCT4,0,0,22.115987403708555,NA,Complete,TRUE,NA
ATP1A2,0,0,23.407203122330532,NA,Complete,TRUE,NA
ANXA11,0,0,23.505052239497704,NA,Complete,TRUE,NA
FXR1,2,3.225806451612903,20.25345003779769,0,MAR,TRUE,NA
RAB5C,0,0,21.95714282925406,NA,Complete,TRUE,NA
RAB7A,0,0,23.21838028651604,NA,Complete,TRUE,NA
DUSP3,0,0,24.50567379937744,NA,Complete,TRUE,NA
IDH3G,0,0,22.320126014952333,NA,Complete,TRUE,NA
GALK1,8,12.903225806451612,20.16568668137629,0,MAR,TRUE,NA
SSR4,30,48.38709677419355,13.068063144066336,1,MNAR,TRUE,4.997501249375312e-4
BCAP31,0,0,21.884799678936705,NA,Complete,TRUE,NA
MECP2,19,30.64516129032258,16.234105070183258,1,MNAR,TRUE,9.995002498750624e-4
CAV2,39,62.903225806451616,15.977051310811255,1,MNAR,FALSE,4.997501249375312e-4
ALDH3A2,0,0,20.455642613459585,NA,Complete,TRUE,NA
ALDH5A1,0,0,22.87600378005447,NA,Complete,TRUE,NA
HSD17B4,0,0,17.99289019193023,NA,Complete,TRUE,NA
PSMD7,0,0,20.2124275537951,NA,Complete,TRUE,NA
UBE2D1,0,0,21.91641175638406,NA,Complete,TRUE,NA
SUOX,0,0,20.557562741886724,NA,Complete,TRUE,NA
STAT5B,3,4.838709677419355,19.015148210792812,0,MAR,TRUE,NA
RPS6KA3,0,0,20.66470307854924,NA,Complete,TRUE,NA
HDGF,0,0,21.165827410568195,NA,Complete,TRUE,NA
LUM,0,0,23.376188791207763,NA,Complete,TRUE,NA
PRELP,4,6.451612903225806,19.49956711927029,0,MAR,TRUE,NA
NDUFA8,0,0,24.255132936958315,NA,Complete,TRUE,NA
HNRNPA3,12,19.35483870967742,17.440379844385824,0,MAR,TRUE,NA
MYOM1,0,0,24.790219417623153,NA,Complete,TRUE,NA
PGD,0,0,21.259795819524552,NA,Complete,TRUE,NA
HNRNPM,17,27.419354838709676,18.3200710770183,1,MNAR,TRUE,4.997501249375312e-4
KPNA1,2,3.225806451612903,21.267863975704586,0,MAR,TRUE,NA
MAP2K6,0,0,21.729151858221723,NA,Complete,TRUE,NA
ARHGDIA,0,0,23.612688837957677,NA,Complete,TRUE,NA
ARHGDIB,5,8.064516129032258,17.950004643357673,0,MAR,TRUE,NA
RIDA,0,0,22.9547140718011,NA,Complete,TRUE,NA
MRPL12,17,27.419354838709676,17.65643512948209,1,MNAR,TRUE,0.025987006496751622
THOP1,6,9.67741935483871,17.555648098184577,0,MAR,TRUE,NA
AKR1C2,21,33.87096774193548,20.93146667341832,0,MAR,TRUE,NA
CAPZA1,0,0,22.050796213154836,NA,Complete,TRUE,NA
CRIP2,8,12.903225806451612,17.67045750212487,0,MAR,TRUE,NA
BLVRA,0,0,20.41754478991269,NA,Complete,TRUE,NA
PPP5C,3,4.838709677419355,20.55082937878382,0,MAR,TRUE,NA
NUBP1,24,38.70967741935484,15.866857585136122,1,MNAR,TRUE,0.005497251374312844
SUCLG1,0,0,24.966212691945806,NA,Complete,TRUE,NA
COPA,5,8.064516129032258,17.804428286620244,0,MAR,TRUE,NA
HCCS,6,9.67741935483871,18.68237689728719,0,MAR,TRUE,NA
MAPK12,2,3.225806451612903,21.275776227388025,0,MAR,TRUE,NA
SMTN,4,6.451612903225806,19.421778354530836,0,MAR,TRUE,NA
SLC16A1,1,1.6129032258064515,23.36467157808262,0,MAR,TRUE,NA
IST1,1,1.6129032258064515,19.393866800194033,0,MAR,TRUE,NA
SEC24C,3,4.838709677419355,21.872081772651164,0,MAR,TRUE,NA
SUB1,2,3.225806451612903,18.996492471426272,0,MAR,TRUE,NA
RARS1,0,0,19.66996431557893,NA,Complete,TRUE,NA
CACNB3,0,0,22.402356094860675,NA,Complete,TRUE,NA
CACNA2D1,0,0,23.208949043598405,NA,Complete,TRUE,NA
MYOM2,0,0,25.74630399804595,NA,Complete,TRUE,NA
YARS1,5,8.064516129032258,19.271780878139992,0,MAR,TRUE,NA
USP14,0,0,22.401703276603097,NA,Complete,TRUE,NA
PRKAG1,0,0,21.460462216185967,NA,Complete,TRUE,NA
PRKAA2,0,0,20.709582565127103,NA,Complete,TRUE,NA
HSPA2,0,0,24.305579291111435,NA,Complete,TRUE,NA
RAD23A,0,0,21.886495887676794,NA,Complete,TRUE,NA
RAD23B,0,0,22.187088931521576,NA,Complete,TRUE,NA
AK2,0,0,23.278229242188782,NA,Complete,TRUE,NA
NAPA,0,0,23.462178304524492,NA,Complete,TRUE,NA
EIF5,0,0,21.606856213443926,NA,Complete,TRUE,NA
PSMD4,0,0,22.532498751659478,NA,Complete,TRUE,NA
DRG2,36,58.06451612903226,16.926754746202686,1,MNAR,FALSE,0.062468765617191405
RRAD,29,46.774193548387096,18.879398502709194,1,MNAR,TRUE,0.20039980009995004
CSE1L,0,0,22.137050573188635,NA,Complete,TRUE,NA
VCP,0,0,23.256395222255236,NA,Complete,TRUE,NA
HADHB,0,0,26.00502822029642,NA,Complete,TRUE,NA
NAP1L1,2,3.225806451612903,21.41963184633219,0,MAR,TRUE,NA
ADK,5,8.064516129032258,19.869944892843936,0,MAR,TRUE,NA
LAMB2,7,11.29032258064516,19.76202361142398,0,MAR,TRUE,NA
CDH13,0,0,21.862649649068274,NA,Complete,TRUE,NA
TPD52,29,46.774193548387096,17.651783715411778,1,MNAR,TRUE,0.46026986506746626
SEC13,8,12.903225806451612,17.82943591972077,0,MAR,TRUE,NA
SNU13,5,8.064516129032258,17.592363435634223,0,MAR,TRUE,NA
NPEPPS,0,0,24.81972266689604,NA,Complete,TRUE,NA
HNRNPH2,37,59.67741935483871,19.071181750379015,1,MNAR,FALSE,0.008995502248875561
OXCT1,24,38.70967741935484,18.082066024635036,1,MNAR,TRUE,9.995002498750624e-4
SH3BGR,0,0,24.118703688508713,NA,Complete,TRUE,NA
EIF3B,0,0,18.85908036099332,NA,Complete,TRUE,NA
ATP5MF,0,0,25.54388605859961,NA,Complete,TRUE,NA
NDUFV3,0,0,21.869062770601747,NA,Complete,TRUE,NA
MARS1,32,51.61290322580645,17.57375652073067,1,MNAR,FALSE,0.00399800099950025
ARPP19,6,9.67741935483871,20.170015367956125,0,MAR,TRUE,NA
ATP5F1E,0,0,24.18375291631283,NA,Complete,TRUE,NA
ATP5ME,0,0,25.191535821238578,NA,Complete,TRUE,NA
EIF6,2,3.225806451612903,20.687354812551565,0,MAR,TRUE,NA
NDUFA6,0,0,23.703269934098547,NA,Complete,TRUE,NA
SYNJ2BP,0,0,20.75093149253022,NA,Complete,TRUE,NA
EEFSEC,27,43.54838709677419,16.115955509759296,1,MNAR,TRUE,0.008995502248875561
MTPN,0,0,21.085168976584093,NA,Complete,TRUE,NA
DEFA3,0,0,22.06112592854796,NA,Complete,TRUE,NA
ARPC4,6,9.67741935483871,19.01341235578311,0,MAR,TRUE,NA
CD81,21,33.87096774193548,17.474817214213527,1,MNAR,TRUE,0.01699150424787606
TPI1,0,0,29.337760235864405,NA,Complete,TRUE,NA
EIF3E,1,1.6129032258064515,19.311481488380252,0,MAR,TRUE,NA
SEC61B,32,51.61290322580645,16.189881293822058,1,MNAR,FALSE,0.015992003998001
GABARAPL2,15,24.193548387096776,18.784708977567348,0,MAR,TRUE,NA
ROMO1,0,0,18.91462956444733,NA,Complete,TRUE,NA
MYL6,0,0,28.819132647783434,NA,Complete,TRUE,NA
ACTB,0,0,30.93104866705219,NA,Complete,TRUE,NA
EIF4A1,0,0,22.85321780404892,NA,Complete,TRUE,NA
RPS20,0,0,22.55305649363964,NA,Complete,TRUE,NA
PRPS1,0,0,22.074192781848836,NA,Complete,TRUE,NA
PSMA6,0,0,23.761228734704112,NA,Complete,TRUE,NA
S100A10,0,0,22.007728470867818,NA,Complete,TRUE,NA
CDC42,0,0,22.254937860395398,NA,Complete,TRUE,NA
DSTN,2,3.225806451612903,21.664562052364907,0,MAR,TRUE,NA
RAB2A,0,0,21.20617168147179,NA,Complete,TRUE,NA
RAB5B,2,3.225806451612903,20.238824627948265,0,MAR,TRUE,NA
RAB10,0,0,22.247284918029322,NA,Complete,TRUE,NA
UBE2D3,0,0,23.420612798307065,NA,Complete,TRUE,NA
UBE2M,0,0,21.65360290625484,NA,Complete,TRUE,NA
UBE2K,2,3.225806451612903,18.94396418412265,0,MAR,TRUE,NA
UBE2N,0,0,23.924602387427772,NA,Complete,TRUE,NA
RAB14,3,4.838709677419355,19.67023968798311,0,MAR,TRUE,NA
ACTR3,0,0,19.21433706039763,NA,Complete,TRUE,NA
ACTR2,0,0,19.099808107503492,NA,Complete,TRUE,NA
ACTR1A,0,0,22.13371195461014,NA,Complete,TRUE,NA
COPS2,0,0,22.538568070414357,NA,Complete,TRUE,NA
ABCE1,0,0,19.155940066118635,NA,Complete,TRUE,NA
RAP1B,0,0,23.108551456151623,NA,Complete,TRUE,NA
RPS3A,0,0,22.490889056862997,NA,Complete,TRUE,NA
RPL26,0,0,20.85828163176706,NA,Complete,TRUE,NA
RPL15,4,6.451612903225806,21.86196990260735,0,MAR,TRUE,NA
RPL27,33,53.2258064516129,18.791600325977335,1,MNAR,FALSE,0.1664167916041979
PCBD1,0,0,22.86647044665434,NA,Complete,TRUE,NA
RPL37A,11,17.741935483870968,18.393101493843176,0,MAR,TRUE,NA
RHOA,0,0,23.266449252564765,NA,Complete,TRUE,NA
HSPE1,0,0,24.63375272981711,NA,Complete,TRUE,NA
SEC61A1,36,58.06451612903226,16.931266036430678,1,MNAR,FALSE,0.008995502248875561
VBP1,0,0,23.247535880942937,NA,Complete,TRUE,NA
B2M,7,11.29032258064516,21.21343895338755,0,MAR,TRUE,NA
DAD1,37,59.67741935483871,16.142991264441548,1,MNAR,FALSE,4.997501249375312e-4
NPC2,30,48.38709677419355,14.564244751843681,1,MNAR,TRUE,4.997501249375312e-4
PKIA,0,0,21.135875470896814,NA,Complete,TRUE,NA
SUMO2,4,6.451612903225806,18.63490955879974,0,MAR,TRUE,NA
UFM1,21,33.87096774193548,18.79658858894374,1,MNAR,TRUE,0.5792103948025987
NUTF2,0,0,24.365769540330614,NA,Complete,TRUE,NA
HNRNPK,0,0,21.884951185887026,NA,Complete,TRUE,NA
YWHAG,0,0,25.549294135230426,NA,Complete,TRUE,NA
RRAS2,2,3.225806451612903,19.702941095986123,0,MAR,TRUE,NA
TIMM10,0,0,20.000490801603405,NA,Complete,TRUE,NA
RPS7,1,1.6129032258064515,20.418693440206727,0,MAR,TRUE,NA
PPP1CA,0,0,22.55428184315826,NA,Complete,TRUE,NA
PPP1CB,0,0,22.73437159785069,NA,Complete,TRUE,NA
PSMC1,0,0,21.38523318833361,NA,Complete,TRUE,NA
PSMC5,0,0,20.781587981198783,NA,Complete,TRUE,NA
RPS8,0,0,20.8874686611181,NA,Complete,TRUE,NA
RPS15A,1,1.6129032258064515,22.242574820303364,0,MAR,TRUE,NA
RPS16,0,0,23.338987194844446,NA,Complete,TRUE,NA
UBE2G1,32,51.61290322580645,14.960153620460922,1,MNAR,FALSE,0.0079960019990005
YWHAE,0,0,26.931891185377626,NA,Complete,TRUE,NA
RPS14,0,0,21.171561582030687,NA,Complete,TRUE,NA
RPS23,1,1.6129032258064515,18.752406239146413,0,MAR,TRUE,NA
RPS18,0,0,22.06453373776069,NA,Complete,TRUE,NA
RPS13,0,0,22.379830576699224,NA,Complete,TRUE,NA
RPS11,1,1.6129032258064515,22.826655144341064,0,MAR,TRUE,NA
SNRPD2,13,20.967741935483872,17.94191663112194,0,MAR,TRUE,NA
SNRPD3,1,1.6129032258064515,20.182252707049205,0,MAR,TRUE,NA
TMSB4X,1,1.6129032258064515,19.75243628606557,0,MAR,TRUE,NA
PSMC6,0,0,22.416891802455172,NA,Complete,TRUE,NA
RPL7A,4,6.451612903225806,19.947851883162595,0,MAR,TRUE,NA
ETF1,3,4.838709677419355,18.172547667908596,0,MAR,TRUE,NA
CNBP,0,0,21.10314049838799,NA,Complete,TRUE,NA
RPS4X,0,0,21.66506211663144,NA,Complete,TRUE,NA
RPL23A,0,0,21.776943621303303,NA,Complete,TRUE,NA
RPS6,2,3.225806451612903,20.21996249064239,0,MAR,TRUE,NA
H2BC4,0,0,25.921476241910838,NA,Complete,TRUE,NA
RAB1A,3,4.838709677419355,18.296303514892905,0,MAR,TRUE,NA
RAN,0,0,24.01416702533729,NA,Complete,TRUE,NA
RPL23,1,1.6129032258064515,21.221987003687374,0,MAR,TRUE,NA
RAP1A,33,53.2258064516129,14.604257915988638,1,MNAR,FALSE,0.01899050474762619
RPS15,0,0,21.82474446816174,NA,Complete,TRUE,NA
RPS24,5,8.064516129032258,20.572038376949514,0,MAR,TRUE,NA
RPS25,0,0,22.874144673950788,NA,Complete,TRUE,NA
RPS26,0,0,20.412306932340005,NA,Complete,TRUE,NA
RPS28,0,0,21.183701647992397,NA,Complete,TRUE,NA
GNB1,0,0,22.446514073181877,NA,Complete,TRUE,NA
GNB2,0,0,19.835599755075425,NA,Complete,TRUE,NA
RPL30,0,0,20.078213217964713,NA,Complete,TRUE,NA
RPL31,0,0,20.623692954608007,NA,Complete,TRUE,NA
RPL10A,0,0,21.40241402951405,NA,Complete,TRUE,NA
RPL32,17,27.419354838709676,18.191299276297162,1,MNAR,TRUE,1
RPL11,8,12.903225806451612,19.017409582339695,0,MAR,TRUE,NA
RPL8,2,3.225806451612903,21.21692580431295,0,MAR,TRUE,NA
PPIA,0,0,25.507464016847184,NA,Complete,TRUE,NA
FKBP1A,0,0,22.00989948082612,NA,Complete,TRUE,NA
RPS27A,0,0,26.398905791862422,NA,Complete,TRUE,NA
GRB2,1,1.6129032258064515,20.409508215199505,0,MAR,TRUE,NA
RAC1,0,0,22.36083176053697,NA,Complete,TRUE,NA
AP2B1,5,8.064516129032258,19.42404283810919,0,MAR,TRUE,NA
VAMP2,38,61.29032258064516,17.625859511430196,1,MNAR,FALSE,0.025487256371814093
PPP3R1,0,0,21.59102047476227,NA,Complete,TRUE,NA
YWHAZ,0,0,22.38947895883745,NA,Complete,TRUE,NA
UBE2B,17,27.419354838709676,18.70559065381425,0,MAR,TRUE,NA
PPP2R2A,0,0,21.677629948027523,NA,Complete,TRUE,NA
DYNLL1,1,1.6129032258064515,22.414890126965904,0,MAR,TRUE,NA
DYNLT1,5,8.064516129032258,21.63636350691471,0,MAR,TRUE,NA
RPL38,12,19.35483870967742,20.736985512017874,0,MAR,TRUE,NA
SKP1,0,0,22.2710493590484,NA,Complete,TRUE,NA
RPS21,0,0,23.05120102960704,NA,Complete,TRUE,NA
EIF5A,0,0,25.074065829559682,NA,Complete,TRUE,NA
RACK1,0,0,21.81040714294809,NA,Complete,TRUE,NA
UBE2I,0,0,20.39778417918856,NA,Complete,TRUE,NA
SELENOW,7,11.29032258064516,18.932733003358436,0,MAR,TRUE,NA
TNNC1,0,0,26.20577651458186,NA,Complete,TRUE,NA
PPP2CA,0,0,22.632222228065675,NA,Complete,TRUE,NA
YBX1,0,0,22.710426759605983,NA,Complete,TRUE,NA
CSNK2B,2,3.225806451612903,19.074578285783012,0,MAR,TRUE,NA
TPM4,6,9.67741935483871,18.164318362206835,0,MAR,TRUE,NA
UBE2L3,0,0,22.307674484817397,NA,Complete,TRUE,NA
EEF1A1,0,0,28.018308969694427,NA,Complete,TRUE,NA
ACTA1,0,0,31.371932842456783,NA,Complete,TRUE,NA
TUBA1B,0,0,25.74368974892886,NA,Complete,TRUE,NA
TUBA4A,0,0,25.21872703629338,NA,Complete,TRUE,NA
TUBB4B,0,0,25.486868865789873,NA,Complete,TRUE,NA
CSNK2A1,1,1.6129032258064515,19.52817947302922,0,MAR,TRUE,NA
PAFAH1B2,21,33.87096774193548,19.44271042792945,1,MNAR,TRUE,4.997501249375312e-4
EIF4G2,9,14.516129032258066,18.23472242299083,0,MAR,TRUE,NA
PIP4K2B,6,9.67741935483871,16.417989800990256,0,MAR,TRUE,NA
CCT2,0,0,24.900635991211757,NA,Complete,TRUE,NA
GSTO1,0,0,24.0509768542752,NA,Complete,TRUE,NA
PRKDC,9,14.516129032258066,18.588833753044224,0,MAR,TRUE,NA
DCD,0,0,22.85088474304396,NA,Complete,TRUE,NA
MRPS25,8,12.903225806451612,18.08299435809991,0,MAR,TRUE,NA
MRPS35,33,53.2258064516129,15.310404491586485,1,MNAR,FALSE,0.035982008995502246
MRPS5,18,29.03225806451613,17.220197711918818,1,MNAR,TRUE,0.0024987506246876563
MRPS36,4,6.451612903225806,22.22205191663758,0,MAR,TRUE,NA
MRPS15,24,38.70967741935484,17.169371653565815,1,MNAR,TRUE,0.7161419290354822
MRPS21,16,25.806451612903224,15.30219431529152,1,MNAR,TRUE,0.10194902548725637
SARNP,21,33.87096774193548,15.869184863714947,1,MNAR,TRUE,9.995002498750624e-4
LACTB,0,0,21.593631829249656,NA,Complete,TRUE,NA
RPL24,2,3.225806451612903,19.680204443325444,0,MAR,TRUE,NA
ARF1,0,0,22.175896289395453,NA,Complete,TRUE,NA
ARF5,7,11.29032258064516,18.602912997547435,0,MAR,TRUE,NA
ERH,22,35.483870967741936,16.57422054980258,1,MNAR,TRUE,4.997501249375312e-4
RHOG,29,46.774193548387096,14.352529192990433,1,MNAR,TRUE,4.997501249375312e-4
RPL19,0,0,21.72909944217981,NA,Complete,TRUE,NA
SRSF3,27,43.54838709677419,20.002308538694827,1,MNAR,TRUE,0.0544727636181909
MXRA7,33,53.2258064516129,15.809267288976889,1,MNAR,FALSE,0.06746626686656672
H3-3A,0,0,24.562508237229352,NA,Complete,TRUE,NA
FBLN2,27,43.54838709677419,17.570249512391236,1,MNAR,TRUE,4.997501249375312e-4
HSPG2,0,0,21.936781087250473,NA,Complete,TRUE,NA
RBM3,4,6.451612903225806,19.142133930860396,0,MAR,TRUE,NA
CYCS,0,0,26.718771299744983,NA,Complete,TRUE,NA
MPP1,30,48.38709677419355,15.433997615933999,1,MNAR,TRUE,0.3548225887056472
TFAM,2,3.225806451612903,21.127981888712444,0,MAR,TRUE,NA
PITPNA,23,37.096774193548384,16.80536206463623,1,MNAR,TRUE,4.997501249375312e-4
SLC25A3,0,0,26.21345566281521,NA,Complete,TRUE,NA
HDLBP,31,50,15.899202004099081,1,MNAR,FALSE,0.0034982508745627187
PURA,1,1.6129032258064515,18.343644484726216,0,MAR,TRUE,NA
CLTC,0,0,21.107119648356022,NA,Complete,TRUE,NA
FKBP3,0,0,25.125099520792183,NA,Complete,TRUE,NA
REEP5,0,0,24.497085571677,NA,Complete,TRUE,NA
SORD,17,27.419354838709676,17.712024590184765,1,MNAR,TRUE,0.027486256871564217
HNRNPU,0,0,19.66262955268134,NA,Complete,TRUE,NA
MYBPC1,0,0,27.97941070647011,NA,Complete,TRUE,NA
PLIN5,14,22.58064516129032,17.48373783897551,1,MNAR,TRUE,4.997501249375312e-4
SPTBN1,0,0,20.40978271316702,NA,Complete,TRUE,NA
TIAL1,16,25.806451612903224,20.421686360920138,0,MAR,TRUE,NA
SET,8,12.903225806451612,19.98717651610406,0,MAR,TRUE,NA
AMPD3,1,1.6129032258064515,24.431921255261337,0,MAR,TRUE,NA
FABP5,0,0,22.879282134405425,NA,Complete,TRUE,NA
ANK2,12,19.35483870967742,22.64569352691262,0,MAR,TRUE,NA
CAP1,2,3.225806451612903,21.275462003423222,0,MAR,TRUE,NA
EWSR1,21,33.87096774193548,17.124942950634047,1,MNAR,TRUE,0.011494252873563218
TAGLN,2,3.225806451612903,21.755725472154932,0,MAR,TRUE,NA
OGDH,0,0,25.11102883977652,NA,Complete,TRUE,NA
COX6A2,13,20.967741935483872,23.13280961891061,0,MAR,TRUE,NA
ALDH6A1,1,1.6129032258064515,19.825905103319716,0,MAR,TRUE,NA
BDH1,2,3.225806451612903,20.036364829517236,0,MAR,TRUE,NA
COL7A1,7,11.29032258064516,20.12225829585415,0,MAR,TRUE,NA
RPL18A,19,30.64516129032258,19.185648829484652,0,MAR,TRUE,NA
CACNB1,0,0,22.688860020321375,NA,Complete,TRUE,NA
MAP2K1,0,0,21.597549187977748,NA,Complete,TRUE,NA
FKBP4,0,0,20.39965132953311,NA,Complete,TRUE,NA
RPL6,0,0,20.674296848249643,NA,Complete,TRUE,NA
AKAP12,11,17.741935483870968,16.152186207950432,1,MNAR,TRUE,0.0014992503748125937
SLC25A11,0,0,24.417655362193063,NA,Complete,TRUE,NA
CAV1,0,0,22.214790239528032,NA,Complete,TRUE,NA
ACY1,0,0,20.80893079687266,NA,Complete,TRUE,NA
LMNB2,3,4.838709677419355,19.950384612779995,0,MAR,TRUE,NA
UBXN1,1,1.6129032258064515,16.306720852265578,0,MAR,TRUE,NA
GBE1,0,0,22.769085602272902,NA,Complete,TRUE,NA
EIF4G1,0,0,20.83795128522401,NA,Complete,TRUE,NA
PRKCQ,19,30.64516129032258,18.23603671004247,1,MNAR,TRUE,0.005997001499250375
GLO1,0,0,25.55111029016273,NA,Complete,TRUE,NA
AKR1C1,2,3.225806451612903,22.81610065298108,0,MAR,TRUE,NA
SSBP1,0,0,21.911697384492744,NA,Complete,TRUE,NA
YWHAH,0,0,21.768942947187718,NA,Complete,TRUE,NA
PLP2,30,48.38709677419355,15.82579402695962,1,MNAR,TRUE,0.13043478260869565
UBE3A,6,9.67741935483871,16.812590484194867,0,MAR,TRUE,NA
