gene,pathway,database,cluster
MAOB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
NDUFS1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
LAP3,Unmapped,NA,C3
GNA11,Unmapped,NA,C3
ALDH4A1,amino acid metabolic process,GO:BP,C3
ERP29,phosphate-containing compound metabolic process,GO:BP,C3
PRDX3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
ATP5F1D,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
ECHS1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
PPIF,monoatomic ion transport,GO:BP,C3
TSPO,monoatomic ion transport,GO:BP,C3
SDHA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
UQCRC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
HIBADH,amino acid metabolic process,GO:BP,C3
ACSL1,lipid metabolic process,GO:BP,C3
SHMT2,mitochondrial translation,GO:BP,C3
CTNNA1,Unmapped,NA,C3
SPR,small molecule biosynthetic process,GO:BP,C3
ADD1,Unmapped,NA,C3
HMGCL,lipid metabolic process,GO:BP,C3
ATP5F1C,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
LONP1,response to decreased oxygen levels,GO:BP,C3
DLST,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
TAGLN2,Unmapped,NA,C3
ETFB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
HSPA9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
MDH2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
HADHA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
ECI1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
LRPPRC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
ACAA2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
CRAT,monocarboxylic acid catabolic process,GO:BP,C3
NAMPT,phosphate-containing compound metabolic process,GO:BP,C3
TSFM,mitochondrial translation,GO:BP,C3
ASPA,amino acid metabolic process,GO:BP,C3
PPIC,Unmapped,NA,C3
VDAC2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
ACADSB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
PHKA2,Unmapped,NA,C3
MTIF2,mitochondrial translation,GO:BP,C3
QARS1,phosphate-containing compound metabolic process,GO:BP,C3
UQCRFS1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
ATP5PO,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
LSS,lipid metabolic process,GO:BP,C3
IDH2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
MRPL19,mitochondrial translation,GO:BP,C3
TUFM,mitochondrial translation,GO:BP,C3
ALDH7A1,modified amino acid metabolic process,GO:BP,C3
ACADVL,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
ACOT2,lipid metabolic process,GO:BP,C3
NDUFV1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
IDH3A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
CPT1A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
ATP1A2,monoatomic ion transport,GO:BP,C3
IDH3G,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
GALK1,phosphate-containing compound metabolic process,GO:BP,C3
ALDH5A1,amino acid metabolic process,GO:BP,C3
SUOX,Unmapped,NA,C3
NDUFA8,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
MAP2K6,Unmapped,NA,C3
MRPL12,mitochondrial translation,GO:BP,C3
PPP5C,phosphate-containing compound metabolic process,GO:BP,C3
NUBP1,metallo-sulfur cluster assembly,GO:BP,C3
SUCLG1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
HCCS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
TTC3,Unmapped,NA,C3
SMTN,Unmapped,NA,C3
SLC16A1,monocarboxylic acid catabolic process,GO:BP,C3
IST1,Unmapped,NA,C3
AK2,phosphate-containing compound metabolic process,GO:BP,C3
HADHB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
OXCT1,lipid metabolic process,GO:BP,C3
ATP5MF,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
NDUFV3,monoatomic ion transport,GO:BP,C3
ATP5F1E,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
ATP5ME,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
NDUFA6,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
SYNJ2BP,Unmapped,NA,C3
UBE2K,phosphate-containing compound metabolic process,GO:BP,C3
ACTR3,Unmapped,NA,C3
HSPE1,Unmapped,NA,C3
TIMM10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
UBE2I,Unmapped,NA,C3
TPM4,Unmapped,NA,C3
GSTO1,monoatomic ion transport,GO:BP,C3
MRPS25,mitochondrial translation,GO:BP,C3
MRPS5,mitochondrial translation,GO:BP,C3
MRPS36,Unmapped,NA,C3
MRPS21,mitochondrial translation,GO:BP,C3
LACTB,lipid metabolic process,GO:BP,C3
RHOG,Unmapped,NA,C3
CYCS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
TFAM,mitochondrial RNA metabolic process,GO:BP,C3
SLC25A3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
PLIN5,monocarboxylic acid catabolic process,GO:BP,C3
ANK2,monoatomic ion transport,GO:BP,C3
OGDH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
COX6A2,Unmapped,NA,C3
ALDH6A1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
BDH1,lipid metabolic process,GO:BP,C3
SLC25A11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
ACY1,amino acid metabolic process,GO:BP,C3
SSBP1,mitochondrial genome maintenance,GO:BP,C3
C1QBP,mitochondrial translation,GO:BP,C3
PMPCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
GRSF1,mitochondrial RNA metabolic process,GO:BP,C3
AIMP1,Unmapped,NA,C3
TRAP1,reactive oxygen species metabolic process,GO:BP,C3
ECH1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
TARDBP,phosphate-containing compound metabolic process,GO:BP,C3
PABPC4,Unmapped,NA,C3
NNT,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
MTX1,Unmapped,NA,C3
AUH,monocarboxylic acid catabolic process,GO:BP,C3
IDI1,lipid metabolic process,GO:BP,C3
COX17,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
ENDOG,response to decreased oxygen levels,GO:BP,C3
TRIM25,Unmapped,NA,C3
PTGR1,lipid metabolic process,GO:BP,C3
PDK1,lipid metabolic process,GO:BP,C3
PDK2,lipid metabolic process,GO:BP,C3
PPA1,phosphate-containing compound metabolic process,GO:BP,C3
STK38,phosphate-containing compound metabolic process,GO:BP,C3
ELAVL1,reactive oxygen species metabolic process,GO:BP,C3
ADIPOQ,monocarboxylic acid catabolic process,GO:BP,C3
ETFDH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
FXN,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
FSCN1,Unmapped,NA,C3
DECR1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
NDUFA5,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
TST,mitochondrial transmembrane transport,GO:BP,C3
KYAT1,amino acid metabolic process,GO:BP,C3
NDUFA9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
PPP1R3A,Unmapped,NA,C3
HADH,monocarboxylic acid catabolic process,GO:BP,C3
IMMT,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
IAH1,lipid metabolic process,GO:BP,C3
TIMM50,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
NADK2,phosphate-containing compound metabolic process,GO:BP,C3
HSD17B12,lipid metabolic process,GO:BP,C3
AGK,lipid metabolic process,GO:BP,C3
LACTB2,Unmapped,NA,C3
COQ5,HALLMARK_ADIPOGENESIS,Hallmark,C3
PITRM1,Unmapped,NA,C3
COA6,respiratory chain complex IV assembly,GO:BP,C3
TTC38,Unmapped,NA,C3
C6orf136,Unmapped,NA,C3
IBA57,metallo-sulfur cluster assembly,GO:BP,C3
LYRM7,Unmapped,NA,C3
LYPLAL1,Unmapped,NA,C3
MICOS13,Unmapped,NA,C3
ETFRF1,Unmapped,NA,C3
HIBCH,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C3
MRPL54,mitochondrial translation,GO:BP,C3
TATDN1,Unmapped,NA,C3
FAHD1,Unmapped,NA,C3
SLC27A1,lipid metabolic process,GO:BP,C3
APOOL,Unmapped,NA,C3
HSDL2,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C3
UBE2R2,Unmapped,NA,C3
TRMT10C,mitochondrial translation,GO:BP,C3
ERMP1,Unmapped,NA,C3
MRPL21,mitochondrial translation,GO:BP,C3
DGLUCY,amino acid metabolic process,GO:BP,C3
MAVS,phosphate-containing compound metabolic process,GO:BP,C3
HDDC2,Unmapped,NA,C3
DCXR,monocarboxylic acid catabolic process,GO:BP,C3
GLRX5,metallo-sulfur cluster assembly,GO:BP,C3
ISCA2,metallo-sulfur cluster assembly,GO:BP,C3
NLRX1,Unmapped,NA,C3
SLC25A42,modified amino acid metabolic process,GO:BP,C3
LDHD,monocarboxylic acid catabolic process,GO:BP,C3
ECHDC2,monocarboxylic acid catabolic process,GO:BP,C3
NAXD,phosphate-containing compound metabolic process,GO:BP,C3
HSCB,metallo-sulfur cluster assembly,GO:BP,C3
ADHFE1,lipid metabolic process,GO:BP,C3
SUPV3L1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
THNSL1,Unmapped,NA,C3
MICU2,mitochondrial transmembrane transport,GO:BP,C3
FAM185A,Unmapped,NA,C3
NDUFAF2,Unmapped,NA,C3
GPD1L,monoatomic ion transport,GO:BP,C3
CMYA5,Unmapped,NA,C3
TOMM5,Unmapped,NA,C3
CHCHD4,mitochondrial transmembrane transport,GO:BP,C3
CBR4,lipid metabolic process,GO:BP,C3
SMIM20,respiratory chain complex IV assembly,GO:BP,C3
ATPAF2,Unmapped,NA,C3
MRPL50,mitochondrial translation,GO:BP,C3
RDH13,lipid metabolic process,GO:BP,C3
ATAD1,Unmapped,NA,C3
SCCPDH,lipid metabolic process,GO:BP,C3
PDPR,Unmapped,NA,C3
NAXE,phosphate-containing compound metabolic process,GO:BP,C3
CHDH,modified amino acid metabolic process,GO:BP,C3
MCU,mitochondrial transmembrane transport,GO:BP,C3
ABHD11,lipid metabolic process,GO:BP,C3
PPTC7,phosphate-containing compound metabolic process,GO:BP,C3
COQ8A,phosphate-containing compound metabolic process,GO:BP,C3
NUBPL,metallo-sulfur cluster assembly,GO:BP,C3
PNPT1,mitochondrial transmembrane transport,GO:BP,C3
GPT2,amino acid metabolic process,GO:BP,C3
SMIM4,Unmapped,NA,C3
SCFD1,response to decreased oxygen levels,GO:BP,C3
SPRYD4,Unmapped,NA,C3
RTN4IP1,ketone biosynthetic process,GO:BP,C3
THAP4,amino acid metabolic process,GO:BP,C3
HSD17B8,lipid metabolic process,GO:BP,C3
CPT1B,monocarboxylic acid catabolic process,GO:BP,C3
AKAP1,Unmapped,NA,C3
GCDH,monocarboxylic acid catabolic process,GO:BP,C3
USP13,Unmapped,NA,C3
LPP,Unmapped,NA,C3
FAM162A,response to decreased oxygen levels,GO:BP,C3
TMEM230,Unmapped,NA,C3
ISOC2,Unmapped,NA,C3
SLC25A46,respiratory chain complex IV assembly,GO:BP,C3
TMEM143,Unmapped,NA,C3
FAM136A,Unmapped,NA,C3
FGGY,phosphate-containing compound metabolic process,GO:BP,C3
ACSF2,lipid metabolic process,GO:BP,C3
OPTN,Unmapped,NA,C3
RMDN1,Unmapped,NA,C3
ECHDC3,lipid metabolic process,GO:BP,C3
MRPL38,mitochondrial translation,GO:BP,C3
MRPL53,mitochondrial translation,GO:BP,C3
DNAJA3,phosphate-containing compound metabolic process,GO:BP,C3
PTCD3,mitochondrial translation,GO:BP,C3
CHMP6,phosphate-containing compound metabolic process,GO:BP,C3
FAHD2A,Unmapped,NA,C3
SUCLG2,phosphate-containing compound metabolic process,GO:BP,C3
COQ10A,Unmapped,NA,C3
MCEE,monocarboxylic acid catabolic process,GO:BP,C3
VPS13A,Unmapped,NA,C3
MCCC1,HALLMARK_ADIPOGENESIS,Hallmark,C3
PCYT2,lipid metabolic process,GO:BP,C3
PLIN2,HALLMARK_ADIPOGENESIS,Hallmark,C3
PHB2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
SDHC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
HSD17B10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
DMAC2L,monoatomic ion transport,GO:BP,C3
ACO2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
COQ7,ketone biosynthetic process,GO:BP,C3
SLC29A1,response to decreased oxygen levels,GO:BP,C3
NIPSNAP1,Unmapped,NA,C3
MICU1,mitochondrial transmembrane transport,GO:BP,C3
PRXL2A,Unmapped,NA,C3
NIPSNAP3B,Unmapped,NA,C3
NTPCR,Unmapped,NA,C3
TACO1,mitochondrial translation,GO:BP,C3
UBAC1,Unmapped,NA,C3
AARSD1,amino acid metabolic process,GO:BP,C3
DHRS4,lipid metabolic process,GO:BP,C3
TMEM70,Unmapped,NA,C3
CHCHD7,Unmapped,NA,C3
APOO,Unmapped,NA,C3
ABHD6,lipid metabolic process,GO:BP,C3
MECR,lipid metabolic process,GO:BP,C3
TIMM21,mitochondrial transmembrane transport,GO:BP,C3
NUDT9,phosphate-containing compound metabolic process,GO:BP,C3
HINT2,lipid metabolic process,GO:BP,C3
TMEM120A,monoatomic ion transport,GO:BP,C3
BCL2L13,phosphate-containing compound metabolic process,GO:BP,C3
HDHD5,lipid metabolic process,GO:BP,C3
MRPL13,mitochondrial translation,GO:BP,C3
MRPL9,mitochondrial translation,GO:BP,C3
MRPL4,mitochondrial translation,GO:BP,C3
MRPL1,mitochondrial translation,GO:BP,C3
BCO2,lipid metabolic process,GO:BP,C3
MRPL37,mitochondrial translation,GO:BP,C3
SLIRP,mitochondrial RNA metabolic process,GO:BP,C3
EGLN1,response to decreased oxygen levels,GO:BP,C3
TMEM126A,Unmapped,NA,C3
PAIP1,Unmapped,NA,C3
CLPB,Unmapped,NA,C3
PCBD2,amino acid metabolic process,GO:BP,C3
EHD4,phosphate-containing compound metabolic process,GO:BP,C3
TNMD,Unmapped,NA,C3
PPA2,phosphate-containing compound metabolic process,GO:BP,C3
MRPL46,mitochondrial translation,GO:BP,C3
GHITM,mitochondrial transmembrane transport,GO:BP,C3
FN3K,carbohydrate derivative metabolic process,GO:BP,C3
OPA3,lipid metabolic process,GO:BP,C3
DCTPP1,phosphate-containing compound metabolic process,GO:BP,C3
PTGES2,lipid metabolic process,GO:BP,C3
ACAD9,lipid metabolic process,GO:BP,C3
COQ10B,Unmapped,NA,C3
SFXN1,mitochondrial transmembrane transport,GO:BP,C3
L2HGDH,2-oxoglutarate metabolic process,GO:BP,C3
FN3KRP,Unmapped,NA,C3
RDH14,lipid metabolic process,GO:BP,C3
MCCC2,phosphate-containing compound metabolic process,GO:BP,C3
TXNRD2,Unmapped,NA,C3
SARS2,mitochondrial translation,GO:BP,C3
ACOT13,lipid metabolic process,GO:BP,C3
MRPL40,mitochondrial translation,GO:BP,C3
TIGAR,phosphate-containing compound metabolic process,GO:BP,C3
HINT3,Unmapped,NA,C3
ACSS2,lipid metabolic process,GO:BP,C3
DIABLO,Unmapped,NA,C3
EIF2B3,Unmapped,NA,C3
SDR39U1,Unmapped,NA,C3
CMC2,Unmapped,NA,C3
HEBP1,Unmapped,NA,C3
TOMM22,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
IARS2,mitochondrial translation,GO:BP,C3
SIRT3,lipid metabolic process,GO:BP,C3
ACSS1,lipid metabolic process,GO:BP,C3
ABHD10,Unmapped,NA,C3
PANK4,phosphate-containing compound metabolic process,GO:BP,C3
DNAJC11,Unmapped,NA,C3
TMLHE,modified amino acid metabolic process,GO:BP,C3
ATAD3A,Unmapped,NA,C3
MRPS18A,mitochondrial translation,GO:BP,C3
OXSM,lipid metabolic process,GO:BP,C3
MRPL22,mitochondrial translation,GO:BP,C3
NDUFB11,phosphate-containing compound metabolic process,GO:BP,C3
OCIAD1,Unmapped,NA,C3
MARCHF5,Unmapped,NA,C3
CHCHD3,Unmapped,NA,C3
SIRT5,ketone biosynthetic process,GO:BP,C3
TUBA8,Unmapped,NA,C3
CISD1,Unmapped,NA,C3
GLTP,Unmapped,NA,C3
COQ3,HALLMARK_ADIPOGENESIS,Hallmark,C3
HSPBP1,Unmapped,NA,C3
EHD2,Unmapped,NA,C3
NDUFAF4,Unmapped,NA,C3
NDUFA13,phosphate-containing compound metabolic process,GO:BP,C3
PDP1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
SUCLA2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
DPM3,lipid metabolic process,GO:BP,C3
ATXN10,Unmapped,NA,C3
SAE1,Unmapped,NA,C3
VPS29,Unmapped,NA,C3
CTSZ,Unmapped,NA,C3
UQCR10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
KDM5B,Unmapped,NA,C3
WARS2,mitochondrial translation,GO:BP,C3
NDUFA12,monoatomic ion transport,GO:BP,C3
ATP5IF1,phosphate-containing compound metabolic process,GO:BP,C3
AK3,phosphate-containing compound metabolic process,GO:BP,C3
SLC25A13,monoatomic ion transport,GO:BP,C3
STOML2,phosphate-containing compound metabolic process,GO:BP,C3
ACAD8,lipid metabolic process,GO:BP,C3
EPDR1,Unmapped,NA,C3
MYO6,Unmapped,NA,C3
NFU1,metallo-sulfur cluster assembly,GO:BP,C3
USP24,Unmapped,NA,C3
BCS1L,respiratory chain complex IV assembly,GO:BP,C3
VDAC3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
GSTK1,modified amino acid metabolic process,GO:BP,C3
COA3,mitochondrial translation,GO:BP,C3
TMA7,Unmapped,NA,C3
COQ6,ketone biosynthetic process,GO:BP,C3
ACOT9,phosphate-containing compound metabolic process,GO:BP,C3
MRPL11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
MSRB2,Unmapped,NA,C3
FIS1,phosphate-containing compound metabolic process,GO:BP,C3
AFG3L2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
RNF114,Unmapped,NA,C3
SAMM50,HALLMARK_ADIPOGENESIS,Hallmark,C3
TIMM9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
TIMM8B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
TIMM13,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
MPC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
HCFC2,Unmapped,NA,C3
FHOD1,Unmapped,NA,C3
MRPS18B,mitochondrial translation,GO:BP,C3
NFS1,phosphate-containing compound metabolic process,GO:BP,C3
MTCH2,HALLMARK_ADIPOGENESIS,Hallmark,C3
BZW2,Unmapped,NA,C3
CHCHD2,response to decreased oxygen levels,GO:BP,C3
NDUFB9,monoatomic ion transport,GO:BP,C3
COX11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3
SQOR,HALLMARK_ADIPOGENESIS,Hallmark,C3
DHRS7C,Unmapped,NA,C4
SMTNL1,regulation of tube size,GO:BP,C4
PSMD9,HALLMARK_HEME_METABOLISM,Hallmark,C4
PGRMC1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
EML1,Unmapped,NA,C4
KPNA4,Unmapped,NA,C4
FBP2,HALLMARK_GLYCOLYSIS,Hallmark,C4
PDXK,aldehyde metabolic process,GO:BP,C4
GAPDHS,HALLMARK_GLYCOLYSIS,Hallmark,C4
IMPA2,small molecule biosynthetic process,GO:BP,C4
PDCD5,Unmapped,NA,C4
XPO1,Unmapped,NA,C4
ATP2A1,positive regulation of molecular function,GO:BP,C4
SYNJ2,Unmapped,NA,C4
PFDN6,Unmapped,NA,C4
MAPK13,cellular response to oxygen-containing compound,GO:BP,C4
SLC16A3,HALLMARK_GLYCOLYSIS,Hallmark,C4
ARPC5,Unmapped,NA,C4
DHX15,positive regulation of signaling,GO:BP,C4
TPD52L2,carbohydrate metabolic process,GO:BP,C4
LAT,regulation of protein modification process,GO:BP,C4
DNPH1,small molecule biosynthetic process,GO:BP,C4
BUB3,Unmapped,NA,C4
PRKAB2,small molecule biosynthetic process,GO:BP,C4
AP1G1,lymphocyte mediated immunity,GO:BP,C4
LANCL1,carbohydrate metabolic process,GO:BP,C4
SLC37A4,HALLMARK_GLYCOLYSIS,Hallmark,C4
TBC1D4,cellular response to oxygen-containing compound,GO:BP,C4
SNX2,Unmapped,NA,C4
USO1,cellular response to oxygen-containing compound,GO:BP,C4
TOM1,Unmapped,NA,C4
PFDN1,Unmapped,NA,C4
COBL,tube morphogenesis,GO:BP,C4
GGCT,Unmapped,NA,C4
TBCA,Unmapped,NA,C4
VPS4B,vasculature development,GO:BP,C4
SH3BGRL,Unmapped,NA,C4
TIPRL,Unmapped,NA,C4
PPM1B,positive regulation of signaling,GO:BP,C4
PSMD10,regulation of protein modification process,GO:BP,C4
IDH1,HALLMARK_GLYCOLYSIS,Hallmark,C4
DCTN3,Unmapped,NA,C4
FLOT1,regulation of protein modification process,GO:BP,C4
DDAH1,vasculature development,GO:BP,C4
PLPBP,Unmapped,NA,C4
ZRANB2,Unmapped,NA,C4
PGM3,carbohydrate metabolic process,GO:BP,C4
H6PD,small molecule biosynthetic process,GO:BP,C4
ASMTL,Unmapped,NA,C4
OXSR1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4
BAG2,regulation of protein modification process,GO:BP,C4
EML2,Unmapped,NA,C4
BPNT1,HALLMARK_GLYCOLYSIS,Hallmark,C4
MOCS2,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C4
CYB5A,HALLMARK_GLYCOLYSIS,Hallmark,C4
ADH1B,Unmapped,NA,C4
LDHA,HALLMARK_GLYCOLYSIS,Hallmark,C4
ALDH1A1,aldehyde metabolic process,GO:BP,C4
SOD1,HALLMARK_GLYCOLYSIS,Hallmark,C4
CP,cellular oxidant detoxification,GO:BP,C4
PGK1,HALLMARK_GLYCOLYSIS,Hallmark,C4
AK1,Unmapped,NA,C4
HP,cellular oxidant detoxification,GO:BP,C4
CFB,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
CA2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
SERPINA1,HALLMARK_COMPLEMENT,Hallmark,C4
SERPINA3,HALLMARK_KRAS_SIGNALING_UP,Hallmark,C4
AGT,regulation of tube size,GO:BP,C4
A2M,HALLMARK_COAGULATION,Hallmark,C4
C3,HALLMARK_COMPLEMENT,Hallmark,C4
CSTA,Unmapped,NA,C4
JCHAIN,antimicrobial humoral response,GO:BP,C4
IGKV3-20,antimicrobial humoral response,GO:BP,C4
IGHV3-7,lymphocyte mediated immunity,GO:BP,C4
IGKC,lymphocyte mediated immunity,GO:BP,C4
IGHG1,lymphocyte mediated immunity,GO:BP,C4
IGHG2,lymphocyte mediated immunity,GO:BP,C4
IGHG3,lymphocyte mediated immunity,GO:BP,C4
IGHM,antimicrobial humoral response,GO:BP,C4
IGHA1,lymphocyte mediated immunity,GO:BP,C4
HLA-DRB1,lymphocyte mediated immunity,GO:BP,C4
KRT14,Unmapped,NA,C4
APOE,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
APOC2,HALLMARK_COAGULATION,Hallmark,C4
LRG1,positive regulation of signaling,GO:BP,C4
RBP4,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
ORM1,immune system process,GO:BP,C4
TTR,Unmapped,NA,C4
ALB,cellular oxidant detoxification,GO:BP,C4
PPBP,antimicrobial humoral response,GO:BP,C4
TF,antimicrobial humoral response,GO:BP,C4
FTH1,immune system process,GO:BP,C4
MT2A,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
CAT,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4
ALDOA,HALLMARK_GLYCOLYSIS,Hallmark,C4
CSTB,Unmapped,NA,C4
KRT1,vasculature development,GO:BP,C4
GAPDH,HALLMARK_HYPOXIA,Hallmark,C4
HLA-A,lymphocyte mediated immunity,GO:BP,C4
APOD,HALLMARK_KRAS_SIGNALING_UP,Hallmark,C4
ALDH2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
S100A8,positive regulation of signaling,GO:BP,C4
SERPING1,HALLMARK_COMPLEMENT,Hallmark,C4
CLEC3B,Unmapped,NA,C4
KRT8,Unmapped,NA,C4
S100A9,cellular oxidant detoxification,GO:BP,C4
EIF4E,cellular response to oxygen-containing compound,GO:BP,C4
CKM,Unmapped,NA,C4
ENO1,HALLMARK_GLYCOLYSIS,Hallmark,C4
GPI,HALLMARK_HYPOXIA,Hallmark,C4
DBI,regulation of protein modification process,GO:BP,C4
GPX1,cellular oxidant detoxification,GO:BP,C4
CTSD,HALLMARK_COMPLEMENT,Hallmark,C4
DCN,HALLMARK_GLYCOLYSIS,Hallmark,C4
PSAP,positive regulation of molecular function,GO:BP,C4
BPGM,HALLMARK_HEME_METABOLISM,Hallmark,C4
PFKM,purine-containing compound catabolic process,GO:BP,C4
CFH,HALLMARK_COMPLEMENT,Hallmark,C4
SNRNP70,Unmapped,NA,C4
SERPINF2,regulation of tube size,GO:BP,C4
KRT19,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C4
ENO2,HALLMARK_GLYCOLYSIS,Hallmark,C4
GSTP1,cellular oxidant detoxification,GO:BP,C4
QDPR,small molecule biosynthetic process,GO:BP,C4
HMGB1,lymphocyte mediated immunity,GO:BP,C4
FBP1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
GSTM1,small molecule biosynthetic process,GO:BP,C4
LTA4H,HALLMARK_COMPLEMENT,Hallmark,C4
IGLC2,lymphocyte mediated immunity,GO:BP,C4
IGLC3,lymphocyte mediated immunity,GO:BP,C4
TXN,HALLMARK_GLYCOLYSIS,Hallmark,C4
PRKAR1A,cellular response to oxygen-containing compound,GO:BP,C4
ESD,aldehyde metabolic process,GO:BP,C4
CLU,HALLMARK_COMPLEMENT,Hallmark,C4
EPB41,HALLMARK_HEME_METABOLISM,Hallmark,C4
SPTB,HALLMARK_HEME_METABOLISM,Hallmark,C4
DMD,regulation of protein modification process,GO:BP,C4
ADH5,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
CKB,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C4
ANXA3,vasculature development,GO:BP,C4
XRCC5,regulation of protein modification process,GO:BP,C4
