gene,pathway,database,cluster
COX5A,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
MAOA,Fatty Acid Metabolism,Hallmark,C3
ACO1,Cellular Respiration,GO:BP,C3
VDAC1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
SDHB,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
MMUT,Amino Acid Metabolic Process,GO Slim,C3
UQCRC2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ME2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
GCSH,Amino Acid Metabolic Process,GO Slim,C3
CPT2,Fatty Acid Metabolism,Hallmark,C3
GPT,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
COX7A1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
COX7B,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ATP5PB,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ACAT1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ATP5F1A,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
IVD,Amino Acid Metabolic Process,GO Slim,C3
HMGB2,Unmapped,NA,C3
MAOB,OXPHOS,Hallmark,C3
NDUFS1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
LAP3,Unmapped,NA,C3
GNA11,Unmapped,NA,C3
ALDH4A1,Amino Acid Metabolic Process,GO Slim,C3
ERP29,Fatty Acid Metabolism,Hallmark,C3
PRDX3,OXPHOS,Hallmark,C3
ATP5F1D,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ECHS1,OXPHOS,Hallmark,C3
PPIF,Cellular Respiration,GO:BP,C3
TSPO,Peroxisome,Hallmark,C3
SDHA,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
UQCRC1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
HIBADH,Amino Acid Metabolic Process,GO Slim,C3
ACSL1,Fatty Acid Metabolism,Hallmark,C3
SHMT2,Cellular Respiration,GO:BP,C3
CTNNA1,Unmapped,NA,C3
SPR,Metabolism Of Vitamins And Cofactors,Reactome,C3
ADD1,Unmapped,NA,C3
HMGCL,Mitochondrion Organization,GO Slim,C3
ATP5F1C,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
LONP1,Mitochondrion Organization,GO Slim,C3
DLST,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
TAGLN2,Unmapped,NA,C3
ETFB,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
HSPA9,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
MDH2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
HADHA,OXPHOS,Hallmark,C3
ECI1,OXPHOS,Hallmark,C3
LRPPRC,OXPHOS,Hallmark,C3
ACAA2,OXPHOS,Hallmark,C3
CRAT,Protein Localization,Reactome,C3
NAMPT,Purine Containing Compound Biosynthetic Process,GO:BP,C3
TSFM,Mitochondrial Gene Expression,GO:BP,C3
ASPA,Amino Acid Metabolic Process,GO Slim,C3
PPIC,Unmapped,NA,C3
VDAC2,OXPHOS,Hallmark,C3
ACADSB,OXPHOS,Hallmark,C3
PHKA2,Generation Of Precursor Metabolites And Energy,GO Slim,C3
MTIF2,Mitochondrial Gene Expression,GO:BP,C3
QARS1,Amino Acid Metabolic Process,GO Slim,C3
UQCRFS1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ATP5PO,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
LSS,Unmapped,NA,C3
IDH2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
MRPL19,Mitochondrial Gene Expression,GO:BP,C3
TUFM,Mitochondrial Gene Expression,GO:BP,C3
ALDH7A1,Amino Acid Betaine Metabolic Process,GO:BP,C3
ACADVL,OXPHOS,Hallmark,C3
ACOT2,Mitochondrial Protein Degradation,Reactome,C3
NDUFV1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
IDH3A,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
CPT1A,OXPHOS,Hallmark,C3
ATP1A2,Proton Transmembrane Transport,GO:BP,C3
IDH3G,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
GALK1,Generation Of Precursor Metabolites And Energy,GO Slim,C3
ALDH5A1,Amino Acid Metabolic Process,GO Slim,C3
SUOX,Sulfur Compound Metabolic Process,GO:BP,C3
NDUFA8,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
MAP2K6,Unmapped,NA,C3
MRPL12,Mitochondrial Protein Degradation,Reactome,C3
PPP5C,Unmapped,NA,C3
NUBP1,Metallo Sulfur Cluster Assembly,GO:BP,C3
SUCLG1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
HCCS,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
TTC3,Unmapped,NA,C3
SMTN,Unmapped,NA,C3
SLC16A1,Proton Transmembrane Transport,GO:BP,C3
IST1,Unmapped,NA,C3
AK2,Adipogenesis,Hallmark,C3
HADHB,OXPHOS,Hallmark,C3
OXCT1,Generation Of Precursor Metabolites And Energy,GO Slim,C3
ATP5MF,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
NDUFV3,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ATP5F1E,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ATP5ME,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
NDUFA6,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
SYNJ2BP,Unmapped,NA,C3
UBE2K,Unmapped,NA,C3
ACTR3,Unmapped,NA,C3
HSPE1,Unmapped,NA,C3
TIMM10,OXPHOS,Hallmark,C3
UBE2I,Unmapped,NA,C3
TPM4,Unmapped,NA,C3
GSTO1,Env Factor Arsenic To Electron Transfer In Complex Iv,KEGG,C3
MRPS25,Mitochondrial Gene Expression,GO:BP,C3
MRPS5,Mitochondrial Gene Expression,GO:BP,C3
MRPS36,Unmapped,NA,C3
MRPS21,Mitochondrial Gene Expression,GO:BP,C3
LACTB,Unmapped,NA,C3
RHOG,Unmapped,NA,C3
CYCS,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
TFAM,Mitochondrion Organization,GO Slim,C3
SLC25A3,OXPHOS,Hallmark,C3
PLIN5,Ketone Metabolic Process,GO Slim,C3
ANK2,Unmapped,NA,C3
OGDH,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
COX6A2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ALDH6A1,OXPHOS,Hallmark,C3
BDH1,Mitochondrial Protein Degradation,Reactome,C3
SLC25A11,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ACY1,Amino Acid Metabolic Process,GO Slim,C3
SSBP1,Mitochondrion Organization,GO Slim,C3
C1QBP,Mitochondrial Gene Expression,GO:BP,C3
PMPCA,OXPHOS,Hallmark,C3
GRSF1,Mitochondrial RNA Metabolic Process,GO:BP,C3
AIMP1,Unmapped,NA,C3
TRAP1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ECH1,OXPHOS,Hallmark,C3
TARDBP,Variant Mutation Caused Aberrant Tdp43 To Electron Transfer In Complex I,KEGG,C3
PABPC4,Unmapped,NA,C3
NNT,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
MTX1,Mitochondrion Organization,GO Slim,C3
AUH,Fatty Acid Metabolism,Hallmark,C3
IDI1,Fatty Acid Metabolism,Hallmark,C3
COX17,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ENDOG,Mitochondrion Organization,GO Slim,C3
TRIM25,Unmapped,NA,C3
PTGR1,Fatty Acid Metabolic Process,GO:BP,C3
PDK1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
PDK2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
PPA1,Unmapped,NA,C3
STK38,Unmapped,NA,C3
ELAVL1,Unmapped,NA,C3
ADIPOQ,Generation Of Precursor Metabolites And Energy,GO Slim,C3
ETFDH,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
FXN,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
FSCN1,Unmapped,NA,C3
DECR1,OXPHOS,Hallmark,C3
NDUFA5,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
TST,Adipogenesis,Hallmark,C3
KYAT1,Amino Acid Metabolic Process,GO Slim,C3
NDUFA9,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
PPP1R3A,Generation Of Precursor Metabolites And Energy,GO Slim,C3
HADH,Mitochondrial Protein Degradation,Reactome,C3
IMMT,OXPHOS,Hallmark,C3
IAH1,Lipid Catabolic Process,GO:BP,C3
TIMM50,OXPHOS,Hallmark,C3
NADK2,Mitochondrial Protein Degradation,Reactome,C3
HSD17B12,Purine Containing Compound Biosynthetic Process,GO:BP,C3
AGK,Mitochondrion Organization,GO Slim,C3
LACTB2,Unmapped,NA,C3
COQ5,Adipogenesis,Hallmark,C3
PITRM1,Mitochondrial Protein Import,Reactome,C3
COA6,Cellular Respiration,GO:BP,C3
TTC38,Unmapped,NA,C3
C6orf136,Unmapped,NA,C3
IBA57,Metallo Sulfur Cluster Assembly,GO:BP,C3
LYRM7,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
LYPLAL1,Unmapped,NA,C3
MICOS13,Mitochondrion Organization,GO Slim,C3
ETFRF1,Cellular Respiration,GO:BP,C3
HIBCH,Fatty Acid Metabolism,Hallmark,C3
MRPL54,Mitochondrial Gene Expression,GO:BP,C3
TATDN1,Unmapped,NA,C3
FAHD1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
SLC27A1,Adipogenesis,Hallmark,C3
APOOL,Mitochondrion Organization,GO Slim,C3
HSDL2,Fatty Acid Metabolism,Hallmark,C3
UBE2R2,Unmapped,NA,C3
TRMT10C,Mitochondrial Gene Expression,GO:BP,C3
ERMP1,Unmapped,NA,C3
MRPL21,Mitochondrial Gene Expression,GO:BP,C3
DGLUCY,Amino Acid Metabolic Process,GO Slim,C3
MAVS,Protein Localization To Mitochondrion,GO:BP,C3
HDDC2,Unmapped,NA,C3
DCXR,Organic Acid Catabolic Process,GO:BP,C3
GLRX5,Metallo Sulfur Cluster Assembly,GO:BP,C3
ISCA2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
NLRX1,Unmapped,NA,C3
SLC25A42,Organic Anion Transport,GO:BP,C3
LDHD,Mitochondrial Protein Degradation,Reactome,C3
ECHDC2,Organic Acid Catabolic Process,GO:BP,C3
NAXD,Nucleotide Metabolic Process,GO:BP,C3
HSCB,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ADHFE1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
SUPV3L1,OXPHOS,Hallmark,C3
THNSL1,Unmapped,NA,C3
MICU2,Mitochondrial Protein Degradation,Reactome,C3
FAM185A,Unmapped,NA,C3
NDUFAF2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
GPD1L,Nucleotide Metabolic Process,GO:BP,C3
CMYA5,Unmapped,NA,C3
TOMM5,Mitochondrion Organization,GO Slim,C3
CHCHD4,Mitochondrion Organization,GO Slim,C3
CBR4,Ketone Metabolic Process,GO Slim,C3
SMIM20,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ATPAF2,Mitochondrion Organization,GO Slim,C3
MRPL50,Mitochondrial Gene Expression,GO:BP,C3
RDH13,Signaling By Retinoic Acid,Reactome,C3
ATAD1,Protein Localization,Reactome,C3
SCCPDH,Unmapped,NA,C3
PDPR,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
NAXE,Nucleotide Metabolic Process,GO:BP,C3
CHDH,Amino Acid Betaine Metabolic Process,GO:BP,C3
MCU,Mitochondrion Organization,GO Slim,C3
ABHD11,Unmapped,NA,C3
PPTC7,Ketone Metabolic Process,GO Slim,C3
COQ8A,Ketone Metabolic Process,GO Slim,C3
NUBPL,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
PNPT1,Cellular Respiration,GO:BP,C3
GPT2,Amino Acid Metabolic Process,GO Slim,C3
SMIM4,Unmapped,NA,C3
SCFD1,Unmapped,NA,C3
SPRYD4,Unmapped,NA,C3
RTN4IP1,Ketone Metabolic Process,GO Slim,C3
THAP4,Amino Acid Metabolic Process,GO Slim,C3
HSD17B8,Fatty Acid Metabolic Process,GO:BP,C3
CPT1B,Organic Acid Catabolic Process,GO:BP,C3
AKAP1,Mitochondrial Calcium Ion Transport,Reactome,C3
GCDH,Fatty Acid Metabolism,Hallmark,C3
USP13,Unmapped,NA,C3
LPP,Unmapped,NA,C3
FAM162A,Mitochondrion Organization,GO Slim,C3
TMEM230,Unmapped,NA,C3
ISOC2,Unmapped,NA,C3
SLC25A46,Mitochondrion Organization,GO Slim,C3
TMEM143,Unmapped,NA,C3
FAM136A,Unmapped,NA,C3
FGGY,Unmapped,NA,C3
ACSF2,Fatty Acid Metabolic Process,GO:BP,C3
OPTN,Mitophagy,GO:BP,C3
RMDN1,Unmapped,NA,C3
ECHDC3,Fatty Acid Metabolic Process,GO:BP,C3
MRPL38,Mitochondrial Gene Expression,GO:BP,C3
MRPL53,Mitochondrial Gene Expression,GO:BP,C3
DNAJA3,Mitochondrion Organization,GO Slim,C3
PTCD3,Adipogenesis,Hallmark,C3
CHMP6,Unmapped,NA,C3
FAHD2A,Dicarboxylic Acid Metabolic Process,GO:BP,C3
SUCLG2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
COQ10A,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
MCEE,Fatty Acid Metabolism,Hallmark,C3
VPS13A,Mitochondrion Organization,GO Slim,C3
MCCC1,Adipogenesis,Hallmark,C3
PCYT2,Unmapped,NA,C3
PLIN2,Adipogenesis,Hallmark,C3
PHB2,OXPHOS,Hallmark,C3
SDHC,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
HSD17B10,OXPHOS,Hallmark,C3
DMAC2L,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ACO2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
COQ7,Ketone Metabolic Process,GO Slim,C3
SLC29A1,Unmapped,NA,C3
NIPSNAP1,Mitophagy,GO:BP,C3
MICU1,Mitochondrion Organization,GO Slim,C3
PRXL2A,Unmapped,NA,C3
NIPSNAP3B,Mitophagy,GO:BP,C3
NTPCR,Unmapped,NA,C3
TACO1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
UBAC1,Unmapped,NA,C3
AARSD1,Amino Acid Metabolic Process,GO Slim,C3
DHRS4,Protein Localization,Reactome,C3
TMEM70,Mitochondrion Organization,GO Slim,C3
CHCHD7,Mitochondrion Organization,GO Slim,C3
APOO,Mitochondrion Organization,GO Slim,C3
ABHD6,Fatty Acid Metabolic Process,GO:BP,C3
MECR,Fatty Acid Metabolic Process,GO:BP,C3
TIMM21,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
NUDT9,Nucleotide Metabolic Process,GO:BP,C3
HINT2,Lipid Catabolic Process,GO:BP,C3
TMEM120A,Unmapped,NA,C3
BCL2L13,Cellular Respiration,GO:BP,C3
HDHD5,Unmapped,NA,C3
MRPL13,Mitochondrial Gene Expression,GO:BP,C3
MRPL9,Mitochondrial Gene Expression,GO:BP,C3
MRPL4,Mitochondrial Gene Expression,GO:BP,C3
MRPL1,Mitochondrial Gene Expression,GO:BP,C3
BCO2,Lipid Catabolic Process,GO:BP,C3
MRPL37,Mitochondrial Gene Expression,GO:BP,C3
SLIRP,Mitochondrion Organization,GO Slim,C3
EGLN1,Unmapped,NA,C3
TMEM126A,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
PAIP1,Unmapped,NA,C3
CLPB,Unmapped,NA,C3
PCBD2,Amino Acid Metabolic Process,GO Slim,C3
EHD4,Unmapped,NA,C3
TNMD,Unmapped,NA,C3
PPA2,Unmapped,NA,C3
MRPL46,Mitochondrial Gene Expression,GO:BP,C3
GHITM,Cellular Respiration,GO:BP,C3
FN3K,Unmapped,NA,C3
OPA3,Mitochondrion Organization,GO:BP,C3
DCTPP1,Nucleotide Metabolic Process,GO:BP,C3
PTGES2,Fatty Acid Metabolic Process,GO:BP,C3
ACAD9,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
COQ10B,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
SFXN1,Mitochondrial Transport,GO:BP,C3
L2HGDH,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
FN3KRP,Unmapped,NA,C3
RDH14,Signaling By Retinoic Acid,Reactome,C3
MCCC2,Amino Acid Metabolic Process,GO Slim,C3
TXNRD2,Unmapped,NA,C3
SARS2,Amino Acid Metabolic Process,GO Slim,C3
ACOT13,Fatty Acid Metabolism,Reactome,C3
MRPL40,Mitochondrial Gene Expression,GO:BP,C3
TIGAR,Generation Of Precursor Metabolites And Energy,GO Slim,C3
HINT3,Unmapped,NA,C3
ACSS2,Mitochondrial Biogenesis,Reactome,C3
DIABLO,Unmapped,NA,C3
EIF2B3,Unmapped,NA,C3
SDR39U1,Unmapped,NA,C3
CMC2,Mitochondrial Protein Import,Reactome,C3
HEBP1,Unmapped,NA,C3
TOMM22,OXPHOS,Hallmark,C3
IARS2,Mitochondrial Protein Degradation,Reactome,C3
SIRT3,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ACSS1,Fatty Acid Metabolism,Hallmark,C3
ABHD10,Unmapped,NA,C3
PANK4,Purine Containing Compound Biosynthetic Process,GO:BP,C3
DNAJC11,Mitochondrion Organization,GO Slim,C3
TMLHE,Amino Acid Betaine Metabolic Process,GO:BP,C3
ATAD3A,Mitochondrion Organization,GO Slim,C3
MRPS18A,Mitochondrial Gene Expression,GO:BP,C3
OXSM,Mitochondrial Protein Degradation,Reactome,C3
MRPL22,Mitochondrial Gene Expression,GO:BP,C3
NDUFB11,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
OCIAD1,Unmapped,NA,C3
MARCHF5,Mitochondrion Organization,GO Slim,C3
CHCHD3,Mitochondrion Organization,GO Slim,C3
SIRT5,Mitochondrion Organization,GO Slim,C3
TUBA8,Organelle Biogenesis And Maintenance,Reactome,C3
CISD1,Cellular Respiration,GO:BP,C3
GLTP,Organic Anion Transport,GO:BP,C3
COQ3,Adipogenesis,Hallmark,C3
HSPBP1,Unmapped,NA,C3
EHD2,Unmapped,NA,C3
NDUFAF4,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
NDUFA13,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
PDP1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
SUCLA2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
DPM3,Unmapped,NA,C3
ATXN10,Unmapped,NA,C3
SAE1,Protein Localization To Mitochondrion,GO:BP,C3
VPS29,Unmapped,NA,C3
CTSZ,Amide Metabolic Process,GO:BP,C3
UQCR10,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
KDM5B,Unmapped,NA,C3
WARS2,Amino Acid Metabolic Process,GO Slim,C3
NDUFA12,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
ATP5IF1,Cellular Respiration,GO:BP,C3
AK3,Purine Containing Compound Biosynthetic Process,GO:BP,C3
SLC25A13,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
STOML2,Cellular Respiration,GO:BP,C3
ACAD8,Mitochondrial Protein Degradation,Reactome,C3
EPDR1,Unmapped,NA,C3
MYO6,Unmapped,NA,C3
NFU1,Metallo Sulfur Cluster Assembly,GO:BP,C3
USP24,Unmapped,NA,C3
BCS1L,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
VDAC3,OXPHOS,Hallmark,C3
GSTK1,Protein Localization,Reactome,C3
COA3,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
TMA7,Unmapped,NA,C3
COQ6,Ketone Metabolic Process,GO Slim,C3
ACOT9,Fatty Acid Metabolic Process,GO:BP,C3
MRPL11,OXPHOS,Hallmark,C3
MSRB2,Unmapped,NA,C3
FIS1,Mitochondrion Organization,GO Slim,C3
AFG3L2,OXPHOS,Hallmark,C3
RNF114,Unmapped,NA,C3
SAMM50,Mitochondrion Organization,GO Slim,C3
TIMM9,OXPHOS,Hallmark,C3
TIMM8B,OXPHOS,Hallmark,C3
TIMM13,OXPHOS,Hallmark,C3
MPC1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
HCFC2,Unmapped,NA,C3
FHOD1,Unmapped,NA,C3
MRPS18B,Mitochondrial Gene Expression,GO:BP,C3
NFS1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
MTCH2,Cellular Respiration,GO:BP,C3
BZW2,Unmapped,NA,C3
CHCHD2,Cellular Respiration,GO:BP,C3
NDUFB9,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
COX11,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3
SQOR,Adipogenesis,Hallmark,C3
DHRS7C,Unmapped,NA,C4
SMTNL1,Regulation Of Tube Size,GO:BP,C4
PSMD9,Heme Metabolism,Hallmark,C4
PGRMC1,Neutrophil Degranulation,Reactome,C4
EML1,Unmapped,NA,C4
KPNA4,Unmapped,NA,C4
FBP2,Gluconeogenesis,Reactome,C4
PDXK,Neutrophil Degranulation,Reactome,C4
GAPDHS,Gluconeogenesis,Reactome,C4
IMPA2,Estrogen Response Late,Hallmark,C4
PDCD5,Unmapped,NA,C4
XPO1,Unmapped,NA,C4
ATP2A1,Platelet Homeostasis,Reactome,C4
SYNJ2,Phospholipid Metabolic Process,GO:BP,C4
PFDN6,Unmapped,NA,C4
MAPK13,Regulation Of Inflammatory Response,GO:BP,C4
SLC16A3,Glycolysis,Hallmark,C4
ARPC5,Neutrophil Degranulation,Reactome,C4
DHX15,Response To Toxic Substance,GO:BP,C4
TPD52L2,Unmapped,NA,C4
LAT,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4
DNPH1,Carbohydrate Derivative Catabolic Process,GO:BP,C4
BUB3,Unmapped,NA,C4
PRKAB2,Unmapped,NA,C4
AP1G1,Leukocyte Mediated Immunity,GO:BP,C4
LANCL1,Detoxification,GO Slim,C4
SLC37A4,Gluconeogenesis,Reactome,C4
TBC1D4,Unmapped,NA,C4
SNX2,Unmapped,NA,C4
USO1,Unmapped,NA,C4
TOM1,Neutrophil Degranulation,Reactome,C4
PFDN1,Unmapped,NA,C4
COBL,Unmapped,NA,C4
GGCT,Unmapped,NA,C4
TBCA,Unmapped,NA,C4
VPS4B,Unmapped,NA,C4
SH3BGRL,Unmapped,NA,C4
TIPRL,Unmapped,NA,C4
PPM1B,Unmapped,NA,C4
PSMD10,Unmapped,NA,C4
IDH1,Neutrophil Degranulation,Reactome,C4
DCTN3,Unmapped,NA,C4
FLOT1,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4
DDAH1,Regulation Of Systemic Arterial Blood Pressure,GO:BP,C4
PLPBP,Pyridine Containing Compound Metabolic Process,GO:BP,C4
ZRANB2,Unmapped,NA,C4
PGM3,Unmapped,NA,C4
H6PD,Pyridine Containing Compound Metabolic Process,GO:BP,C4
ASMTL,Unmapped,NA,C4
OXSR1,Reactive Oxygen Species Pathway,Hallmark,C4
BAG2,Unmapped,NA,C4
EML2,Unmapped,NA,C4
BPNT1,Glycolysis,Hallmark,C4
MOCS2,Estrogen Response Late,Hallmark,C4
CYB5A,Glycolysis,Hallmark,C4
ADH1B,Unmapped,NA,C4
LDHA,Reference Glycolysis,KEGG,C4
ALDH1A1,Detoxification,GO Slim,C4
SOD1,Detoxification,GO Slim,C4
CP,Detoxification,GO Slim,C4
PGK1,Gluconeogenesis,Reactome,C4
AK1,Metabolism Of Nucleotides,Reactome,C4
HP,Detoxification,GO Slim,C4
CFB,Complement Cascade,Reactome,C4
CA2,Xenobiotic Metabolism,Hallmark,C4
SERPINA1,Neutrophil Degranulation,Reactome,C4
SERPINA3,Neutrophil Degranulation,Reactome,C4
AGT,Regulation Of Inflammatory Response,GO:BP,C4
A2M,Humoral Immune Response,GO:BP,C4
C3,Complement Cascade,Reactome,C4
CSTA,Unmapped,NA,C4
JCHAIN,Scavenging Of Heme From Plasma,Reactome,C4
IGKV3-20,Complement Cascade,Reactome,C4
IGHV3-7,Complement Cascade,Reactome,C4
IGKC,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4
IGHG1,Complement Cascade,Reactome,C4
IGHG2,Complement Cascade,Reactome,C4
IGHG3,Humoral Immune Response,GO:BP,C4
IGHM,Humoral Immune Response,GO:BP,C4
IGHA1,Scavenging Of Heme From Plasma,Reactome,C4
HLA-DRB1,Humoral Immune Response,GO:BP,C4
KRT14,Unmapped,NA,C4
APOE,Detoxification,GO Slim,C4
APOC2,Coagulation,Hallmark,C4
LRG1,Neutrophil Degranulation,Reactome,C4
RBP4,Xenobiotic Metabolism,Hallmark,C4
ORM1,Neutrophil Degranulation,Reactome,C4
TTR,Neutrophil Degranulation,Reactome,C4
ALB,Detoxification,GO Slim,C4
PPBP,Humoral Immune Response,GO:BP,C4
TF,Humoral Immune Response,GO:BP,C4
FTH1,Neutrophil Degranulation,Reactome,C4
MT2A,Detoxification,GO Slim,C4
CAT,Detoxification,GO Slim,C4
ALDOA,Gluconeogenesis,Reactome,C4
CSTB,Neutrophil Degranulation,Reactome,C4
KRT1,Humoral Immune Response,GO:BP,C4
GAPDH,Gluconeogenesis,Reactome,C4
HLA-A,Humoral Immune Response,GO:BP,C4
APOD,KRAS Signaling Up,Hallmark,C4
ALDH2,Xenobiotic Metabolism,Hallmark,C4
S100A8,Regulation Of Inflammatory Response,GO:BP,C4
SERPING1,Complement Cascade,Reactome,C4
CLEC3B,Unmapped,NA,C4
KRT8,Unmapped,NA,C4
S100A9,Detoxification,GO Slim,C4
EIF4E,Unmapped,NA,C4
CKM,Unmapped,NA,C4
ENO1,Gluconeogenesis,Reactome,C4
GPI,Gluconeogenesis,Reactome,C4
DBI,Phospholipid Metabolic Process,GO:BP,C4
GPX1,Detoxification,GO Slim,C4
CTSD,Neutrophil Degranulation,Reactome,C4
DCN,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
PSAP,Neutrophil Degranulation,Reactome,C4
BPGM,Reference Glycolysis,KEGG,C4
PFKM,Reference Glycolysis,KEGG,C4
CFH,Complement Cascade,Reactome,C4
SNRNP70,Unmapped,NA,C4
SERPINF2,Acute Inflammatory Response,GO:BP,C4
KRT19,Estrogen Response Late,Hallmark,C4
ENO2,Gluconeogenesis,Reactome,C4
GSTP1,Detoxification,GO Slim,C4
QDPR,Unmapped,NA,C4
HMGB1,Neutrophil Degranulation,Reactome,C4
FBP1,Gluconeogenesis,Reactome,C4
GSTM1,Detoxification,GO Slim,C4
LTA4H,Neutrophil Degranulation,Reactome,C4
IGLC2,Complement Cascade,Reactome,C4
IGLC3,Complement Cascade,Reactome,C4
TXN,Detoxification,GO Slim,C4
PRKAR1A,Fcgr3a Mediated Il10 Synthesis,Reactome,C4
ESD,Detoxification,GO Slim,C4
CLU,Complement Cascade,Reactome,C4
EPB41,Heme Metabolism,Hallmark,C4
SPTB,Heme Metabolism,Hallmark,C4
DMD,Unmapped,NA,C4
ADH5,Detoxification,GO Slim,C4
CKB,Estrogen Response Late,Hallmark,C4
ANXA3,Leukocyte Mediated Immunity,GO:BP,C4
XRCC5,Neutrophil Degranulation,Reactome,C4
IFITM1,Unmapped,NA,C4
LAMP2,Neutrophil Degranulation,Reactome,C4
RNH1,Unmapped,NA,C4
VCAN,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
KRT5,Unmapped,NA,C4
TPT1,Unmapped,NA,C4
ALAD,Response To Toxic Substance,GO:BP,C4
LCP1,KRAS Signaling Up,Hallmark,C4
